analyte,level,lot,instrument,result
Leukocytes,L1,61311101,XR3,3.06
Leukocytes,L1,61311101,XR3,3.15
Leukocytes,L1,61311101,XR3,3.08
Leukocytes,L1,61311101,XR3,3.05
Leukocytes,L1,61311101,XR3,2.99
Leukocytes,L1,61311101,XR3,3.06
Leukocytes,L1,61311101,XR3,3.15
Leukocytes,L1,61311101,XR3,3.08
Leukocytes,L1,61311101,XR3,3.08
Leukocytes,L1,61311101,XR3,3.16
Leukocytes,L1,61311101,XR3,3.08
Leukocytes,L1,61311101,XR3,3.12
Leukocytes,L1,61311101,XR3,3.19
Leukocytes,L1,61311101,XR3,3.1
Leukocytes,L1,61311101,XR3,3.15
Leukocytes,L1,61311101,XR3,3.09
Leukocytes,L1,61311101,XR3,3.09
Leukocytes,L1,61311101,XR3,3.17
Leukocytes,L1,61311101,XR3,2.97
Leukocytes,L1,61311101,XR3,3.09
Leukocytes,L1,61311101,XR3,3.12
Leukocytes,L1,61311101,XR3,3.16
Leukocytes,L2,53281102,XR3,6.84
Leukocytes,L2,53281102,XR3,6.83
Leukocytes,L2,53281102,XR3,6.89
Leukocytes,L2,53281102,XR3,6.97
Leukocytes,L2,53281102,XR3,6.91
Leukocytes,L2,53281102,XR3,6.9
Leukocytes,L2,53281102,XR3,7.09
Leukocytes,L2,53281102,XR3,6.86
Leukocytes,L2,53281102,XR3,6.9
Leukocytes,L2,53281102,XR3,6.85
Leukocytes,L2,53281102,XR3,6.83
Leukocytes,L2,53281102,XR3,6.86
Leukocytes,L2,53281102,XR3,6.92
Leukocytes,L2,53281102,XR3,6.94
Leukocytes,L2,53281102,XR3,7.06
Leukocytes,L2,53281102,XR3,6.89
Leukocytes,L2,53281102,XR3,7.17
Leukocytes,L2,53281102,XR3,6.83
Leukocytes,L2,53281102,XR3,6.76
Leukocytes,L2,53281102,XR3,6.81
Leukocytes,L2,53281102,XR3,6.89
Leukocytes,L2,53281102,XR3,6.97
Leukocytes,L2,53281102,XR3,7.0
Leukocytes,L2,53281102,XR3,6.93
Leukocytes,L2,53281102,XR3,6.89
Leukocytes,L2,53281102,XR3,6.83
Leukocytes,L2,53281102,XR3,6.79
Leukocytes,L2,53281102,XR3,6.74
Leukocytes,L2,53281102,XR3,6.82
Leukocytes,L2,53281102,XR3,6.98
Leukocytes,L2,53281102,XR3,6.78
Leukocytes,L2,53281102,XR3,6.98
Leukocytes,L2,53281102,XR3,6.88
Leukocytes,L2,53281102,XR3,6.87
Leukocytes,L2,53281102,XR3,6.93
Leukocytes,L2,53281102,XR3,6.88
Leukocytes,L2,53281102,XR3,6.94
Leukocytes,L2,53281102,XR3,6.79
Leukocytes,L2,53281102,XR3,6.97
Leukocytes,L2,53281102,XR3,6.87
Leukocytes,L2,53281102,XR3,6.86
Leukocytes,L2,53281102,XR3,6.98
Leukocytes,L2,53281102,XR3,6.83
Leukocytes,L2,53281102,XR3,7.06
Leukocytes,L2,53281102,XR3,7.01
Leukocytes,L2,53281102,XR3,6.91
Leukocytes,L2,53281102,XR3,6.8
Leukocytes,L2,53281102,XR3,6.89
Leukocytes,L2,53281102,XR3,6.81
Leukocytes,L2,53281102,XR3,6.88
Leukocytes,L2,53281102,XR3,7.03
Leukocytes,L2,53281102,XR3,6.88
Leukocytes,L2,53281102,XR3,6.73
Leukocytes,L2,53281102,XR3,6.68
Leukocytes,L2,53281102,XR3,6.94
Leukocytes,L2,53281102,XR3,6.96
Leukocytes,L2,53281102,XR3,6.78
Leukocytes,L2,53281102,XR3,6.89
Leukocytes,L2,53281102,XR3,6.88
Leukocytes,L2,53281102,XR3,6.97
Leukocytes,L2,53281102,XR3,7.04
Leukocytes,L2,53281102,XR3,6.93
Leukocytes,L2,53281102,XR3,6.83
Leukocytes,L2,53281102,XR3,6.94
Leukocytes,L2,53281102,XR3,6.97
Leukocytes,L2,53281102,XR3,6.74
Leukocytes,L2,53281102,XR3,7.02
Leukocytes,L2,53281102,XR3,6.86
Leukocytes,L2,53281102,XR3,6.86
Leukocytes,L2,53281102,XR3,6.87
Leukocytes,L2,53281102,XR3,6.88
Leukocytes,L2,53281102,XR3,7.06
Leukocytes,L2,53281102,XR3,7.04
Leukocytes,L2,53281102,XR3,6.76
Leukocytes,L2,53281102,XR3,6.82
Leukocytes,L2,53281102,XR3,6.72
Leukocytes,L2,53281102,XR3,6.96
Leukocytes,L2,53281102,XR3,6.97
Leukocytes,L2,53281102,XR3,6.73
Leukocytes,L2,53281102,XR3,6.89
Leukocytes,L2,53281102,XR3,7.08
Leukocytes,L2,53281102,XR3,7.06
Leukocytes,L2,53281102,XR3,6.79
Leukocytes,L2,53281102,XR3,6.8
Leukocytes,L2,53281102,XR3,6.81
Leukocytes,L2,53281102,XR3,6.73
Leukocytes,L2,53281102,XR3,6.95
Leukocytes,L2,53281102,XR3,6.91
Leukocytes,L2,53281102,XR3,6.82
Leukocytes,L2,53281102,XR3,6.75
Leukocytes,L2,53281102,XR3,7.07
Leukocytes,L2,53281102,XR3,6.94
Leukocytes,L2,53281102,XR3,6.88
Leukocytes,L2,53281102,XR3,6.96
Leukocytes,L2,53281102,XR3,6.75
Leukocytes,L2,53281102,XR3,7.03
Leukocytes,L2,53281102,XR3,7.05
Leukocytes,L2,53281102,XR3,6.96
Leukocytes,L2,53281102,XR3,7.01
Leukocytes,L2,53281102,XR3,6.83
Leukocytes,L2,53281102,XR3,6.88
Leukocytes,L2,53281102,XR3,6.93
Leukocytes,L2,53281102,XR3,6.91
Leukocytes,L2,53281102,XR3,6.81
Leukocytes,L2,53281102,XR3,6.87
Leukocytes,L2,53281102,XR3,6.93
Leukocytes,L2,53281102,XR3,6.85
Leukocytes,L2,53281102,XR3,6.9
Leukocytes,L2,53281102,XR3,6.91
Leukocytes,L2,53281102,XR3,6.93
Leukocytes,L2,53281102,XR3,6.86
Leukocytes,L2,53281102,XR3,6.96
Leukocytes,L2,53281102,XR3,6.7
Leukocytes,L2,53281102,XR3,6.88
Leukocytes,L2,53281102,XR3,7.05
Leukocytes,L2,53281102,XR3,6.82
Leukocytes,L2,53281102,XR3,6.89
Leukocytes,L2,53281102,XR3,6.85
Leukocytes,L2,53281102,XR3,7.0
Leukocytes,L2,53281102,XR3,7.03
Leukocytes,L2,53281102,XR3,6.81
Leukocytes,L2,53281102,XR3,6.89
Leukocytes,L2,53281102,XR3,6.75
Leukocytes,L2,53281102,XR3,6.97
Leukocytes,L2,53281102,XR3,6.89
Leukocytes,L2,53281102,XR3,6.75
Leukocytes,L2,53281102,XR3,6.71
Leukocytes,L2,53281102,XR3,6.9
Leukocytes,L2,53281102,XR3,6.82
Leukocytes,L2,53281102,XR3,6.77
Leukocytes,L2,53281102,XR3,7.07
Leukocytes,L2,53281102,XR3,6.9
Leukocytes,L2,53281102,XR3,6.77
Leukocytes,L2,53281102,XR3,6.95
Leukocytes,L2,53281102,XR3,6.84
Leukocytes,L2,53281102,XR3,6.89
Leukocytes,L2,53281102,XR3,7.05
Leukocytes,L2,53281102,XR3,6.88
Leukocytes,L2,53281102,XR3,6.98
Leukocytes,L2,53281102,XR3,6.7
Leukocytes,L2,53281102,XR3,6.95
Leukocytes,L2,53281102,XR3,6.97
Leukocytes,L2,53281102,XR3,6.86
Leukocytes,L2,53281102,XR3,6.84
Leukocytes,L2,53281102,XR3,6.88
Leukocytes,L2,53281102,XR3,6.85
Leukocytes,L2,53281102,XR3,6.94
Leukocytes,L2,53281102,XR3,6.79
Leukocytes,L2,53281102,XR3,6.83
Leukocytes,L2,53281102,XR3,6.82
Leukocytes,L2,53281102,XR3,6.92
Leukocytes,L2,53281102,XR3,6.82
Leukocytes,L2,53281102,XR3,6.86
Leukocytes,L2,53281102,XR3,6.76
Leukocytes,L2,53281102,XR3,6.8
Leukocytes,L2,53281102,XR3,6.85
Leukocytes,L2,53281102,XR3,6.81
Leukocytes,L2,60191102,XR3,6.91
Leukocytes,L2,60191102,XR3,6.88
Leukocytes,L2,60191102,XR3,6.76
Leukocytes,L2,60191102,XR3,6.74
Leukocytes,L2,60191102,XR3,6.61
Leukocytes,L2,60191102,XR3,6.84
Leukocytes,L2,60191102,XR3,6.83
Leukocytes,L2,60191102,XR3,6.73
Leukocytes,L2,60191102,XR3,6.79
Leukocytes,L2,60191102,XR3,6.82
Leukocytes,L2,60191102,XR3,6.76
Leukocytes,L2,60191102,XR3,6.77
Leukocytes,L2,60191102,XR3,6.64
Leukocytes,L2,60191102,XR3,6.93
Leukocytes,L2,60191102,XR3,6.6
Leukocytes,L2,60191102,XR3,6.75
Leukocytes,L2,60191102,XR3,6.73
Leukocytes,L2,60191102,XR3,7.01
Leukocytes,L2,60191102,XR3,6.67
Leukocytes,L2,60191102,XR3,6.74
Leukocytes,L2,60191102,XR3,6.55
Leukocytes,L2,60191102,XR3,6.71
Leukocytes,L2,60191102,XR3,6.56
Leukocytes,L2,60191102,XR3,6.71
Leukocytes,L2,60191102,XR3,6.73
Leukocytes,L2,60191102,XR3,6.83
Leukocytes,L2,60191102,XR3,6.82
Leukocytes,L2,60191102,XR3,6.67
Leukocytes,L2,60191102,XR3,6.61
Leukocytes,L2,60191102,XR3,6.85
Leukocytes,L2,60191102,XR3,6.8
Leukocytes,L2,60191102,XR3,6.69
Leukocytes,L2,60191102,XR3,6.87
Leukocytes,L2,60191102,XR3,6.76
Leukocytes,L2,60191102,XR3,6.76
Leukocytes,L2,60191102,XR3,6.68
Leukocytes,L2,60191102,XR3,6.76
Leukocytes,L2,60191102,XR3,6.75
Leukocytes,L2,60191102,XR3,6.96
Leukocytes,L2,60191102,XR3,6.74
Leukocytes,L2,60191102,XR3,6.76
Leukocytes,L2,60191102,XR3,6.74
Leukocytes,L2,60191102,XR3,6.61
Leukocytes,L2,60191102,XR3,6.79
Leukocytes,L2,60191102,XR3,6.87
Leukocytes,L2,60191102,XR3,6.64
Leukocytes,L2,60191102,XR3,6.66
Leukocytes,L2,60191102,XR3,6.74
Leukocytes,L2,60191102,XR3,6.69
Leukocytes,L2,60191102,XR3,6.56
Leukocytes,L2,60191102,XR3,6.7
Leukocytes,L2,60191102,XR3,6.68
Leukocytes,L2,60191102,XR3,6.79
Leukocytes,L2,60191102,XR3,6.64
Leukocytes,L2,60191102,XR3,6.91
Leukocytes,L2,60191102,XR3,6.58
Leukocytes,L2,60191102,XR3,6.7
Leukocytes,L2,60191102,XR3,6.75
Leukocytes,L2,60191102,XR3,6.78
Leukocytes,L2,60191102,XR3,6.69
Leukocytes,L2,60191102,XR3,6.61
Leukocytes,L2,60191102,XR3,6.87
Leukocytes,L2,60191102,XR3,6.77
Leukocytes,L2,60191102,XR3,6.94
Leukocytes,L2,60191102,XR3,6.73
Leukocytes,L2,60191102,XR3,6.65
Leukocytes,L2,60191102,XR3,6.74
Leukocytes,L2,60191102,XR3,6.92
Leukocytes,L2,60191102,XR3,6.68
Leukocytes,L2,60191102,XR3,6.74
Leukocytes,L2,60191102,XR3,6.74
Leukocytes,L2,60191102,XR3,6.89
Leukocytes,L2,60191102,XR3,6.67
Leukocytes,L2,60191102,XR3,6.82
Leukocytes,L2,60191102,XR3,6.93
Leukocytes,L2,60191102,XR3,6.77
Leukocytes,L2,60191102,XR3,6.84
Leukocytes,L2,60191102,XR3,6.77
Leukocytes,L2,60191102,XR3,6.79
Leukocytes,L2,60191102,XR3,6.73
Leukocytes,L2,60191102,XR3,6.66
Leukocytes,L2,60191102,XR3,6.79
Leukocytes,L2,60191102,XR3,6.74
Leukocytes,L2,60191102,XR3,6.79
Leukocytes,L2,60191102,XR3,6.67
Leukocytes,L2,60191102,XR3,7.0
Leukocytes,L2,60191102,XR3,6.78
Leukocytes,L2,60191102,XR3,6.62
Leukocytes,L2,60191102,XR3,6.77
Leukocytes,L2,60191102,XR3,6.87
Leukocytes,L2,60191102,XR3,6.79
Leukocytes,L2,60191102,XR3,6.85
Leukocytes,L2,60191102,XR3,6.65
Leukocytes,L2,60191102,XR3,6.85
Leukocytes,L2,60191102,XR3,6.99
Leukocytes,L2,60191102,XR3,6.78
Leukocytes,L2,60191102,XR3,6.74
Leukocytes,L2,60191102,XR3,6.96
Leukocytes,L2,60191102,XR3,6.81
Leukocytes,L2,60191102,XR3,6.72
Leukocytes,L2,60191102,XR3,6.6
Leukocytes,L2,60191102,XR3,6.98
Leukocytes,L2,60191102,XR3,6.71
Leukocytes,L2,60191102,XR3,6.85
Leukocytes,L2,60191102,XR3,6.8
Leukocytes,L2,60191102,XR3,6.8
Leukocytes,L2,60191102,XR3,6.86
Leukocytes,L2,60191102,XR3,6.55
Leukocytes,L2,60191102,XR3,6.6
Leukocytes,L2,60191102,XR3,6.91
Leukocytes,L2,60191102,XR3,6.93
Leukocytes,L2,60191102,XR3,6.81
Leukocytes,L2,60191102,XR3,6.89
Leukocytes,L2,60191102,XR3,6.68
Leukocytes,L2,60191102,XR3,6.76
Leukocytes,L2,60191102,XR3,6.72
Leukocytes,L2,60191102,XR3,6.66
Leukocytes,L2,60191102,XR3,6.89
Leukocytes,L2,60191102,XR3,6.84
Leukocytes,L2,60191102,XR3,6.9
Leukocytes,L2,60191102,XR3,6.81
Leukocytes,L2,60191102,XR3,6.8
Leukocytes,L2,60191102,XR3,6.76
Leukocytes,L2,60191102,XR3,6.79
Leukocytes,L2,60191102,XR3,6.84
Leukocytes,L2,60191102,XR3,6.83
Leukocytes,L2,60191102,XR3,6.86
Leukocytes,L2,60191102,XR3,6.81
Leukocytes,L2,60191102,XR3,6.82
Leukocytes,L2,60191102,XR3,6.81
Leukocytes,L2,60191102,XR3,6.91
Leukocytes,L2,60191102,XR3,6.67
Leukocytes,L2,60191102,XR3,6.89
Leukocytes,L2,60191102,XR3,6.91
Leukocytes,L2,60191102,XR3,6.96
Leukocytes,L2,60191102,XR3,6.75
Leukocytes,L2,60191102,XR3,6.75
Leukocytes,L2,60191102,XR3,6.78
Leukocytes,L2,60191102,XR3,6.73
Leukocytes,L2,60191102,XR3,6.76
Leukocytes,L2,60191102,XR3,7.04
Leukocytes,L2,60191102,XR3,7.15
Leukocytes,L2,60191102,XR3,6.73
Leukocytes,L2,60191102,XR3,6.83
Leukocytes,L2,60191102,XR3,6.93
Leukocytes,L2,60191102,XR3,6.8
Leukocytes,L2,60191102,XR3,6.76
Leukocytes,L2,60191102,XR3,6.76
Leukocytes,L2,60191102,XR3,6.88
Leukocytes,L2,60191102,XR3,6.85
Leukocytes,L2,60191102,XR3,6.87
Leukocytes,L2,60191102,XR3,6.94
Leukocytes,L2,60191102,XR3,6.77
Leukocytes,L2,60191102,XR3,6.71
Leukocytes,L2,60191102,XR3,6.69
Leukocytes,L2,60191102,XR3,6.95
Leukocytes,L2,60191102,XR3,6.99
Leukocytes,L2,60191102,XR3,6.7
Leukocytes,L2,60191102,XR3,6.86
Leukocytes,L2,60191102,XR3,6.83
Leukocytes,L2,60191102,XR3,6.86
Leukocytes,L2,60191102,XR3,6.67
Leukocytes,L2,60191102,XR3,6.66
Leukocytes,L2,60191102,XR3,6.79
Leukocytes,L2,60191102,XR3,6.64
Leukocytes,L2,60191102,XR3,6.92
Leukocytes,L2,60191102,XR3,6.87
Leukocytes,L2,60191102,XR3,6.84
Leukocytes,L2,60191102,XR3,6.82
Leukocytes,L2,60751102,XR3,7.0
Leukocytes,L2,60751102,XR3,7.0
Leukocytes,L2,60751102,XR3,7.31
Leukocytes,L2,60751102,XR3,6.99
Leukocytes,L2,60751102,XR3,7.11
Leukocytes,L2,60751102,XR3,6.86
Leukocytes,L2,60751102,XR3,6.99
Leukocytes,L2,60751102,XR3,6.97
Leukocytes,L2,60751102,XR3,7.04
Leukocytes,L2,60751102,XR3,7.11
Leukocytes,L2,60751102,XR3,7.06
Leukocytes,L2,60751102,XR3,7.25
Leukocytes,L2,60751102,XR3,7.04
Leukocytes,L2,60751102,XR3,6.89
Leukocytes,L2,60751102,XR3,7.05
Leukocytes,L2,60751102,XR3,7.2
Leukocytes,L2,60751102,XR3,7.26
Leukocytes,L2,60751102,XR3,7.06
Leukocytes,L2,60751102,XR3,6.86
Leukocytes,L2,60751102,XR3,7.15
Leukocytes,L2,60751102,XR3,7.04
Leukocytes,L2,60751102,XR3,7.1
Leukocytes,L2,60751102,XR3,7.02
Leukocytes,L2,60751102,XR3,6.88
Leukocytes,L2,60751102,XR3,6.98
Leukocytes,L2,60751102,XR3,6.95
Leukocytes,L2,60751102,XR3,7.02
Leukocytes,L2,60751102,XR3,7.03
Leukocytes,L2,60751102,XR3,6.98
Leukocytes,L2,60751102,XR3,6.97
Leukocytes,L2,60751102,XR3,6.9
Leukocytes,L2,60751102,XR3,7.01
Leukocytes,L2,60751102,XR3,7.1
Leukocytes,L2,60751102,XR3,6.95
Leukocytes,L2,60751102,XR3,7.13
Leukocytes,L2,60751102,XR3,6.85
Leukocytes,L2,60751102,XR3,7.01
Leukocytes,L2,60751102,XR3,7.02
Leukocytes,L2,60751102,XR3,7.09
Leukocytes,L2,60751102,XR3,7.02
Leukocytes,L2,60751102,XR3,7.14
Leukocytes,L2,60751102,XR3,7.1
Leukocytes,L2,60751102,XR3,6.97
Leukocytes,L2,60751102,XR3,7.14
Leukocytes,L2,60751102,XR3,7.03
Leukocytes,L2,60751102,XR3,7.07
Leukocytes,L2,60751102,XR3,6.86
Leukocytes,L2,60751102,XR3,7.01
Leukocytes,L2,60751102,XR3,6.9
Leukocytes,L2,60751102,XR3,6.93
Leukocytes,L2,60751102,XR3,7.15
Leukocytes,L2,60751102,XR3,7.07
Leukocytes,L2,60751102,XR3,6.94
Leukocytes,L2,60751102,XR3,6.82
Leukocytes,L2,60751102,XR3,6.9
Leukocytes,L2,60751102,XR3,7.1
Leukocytes,L2,60751102,XR3,7.0
Leukocytes,L2,60751102,XR3,7.16
Leukocytes,L2,60751102,XR3,6.91
Leukocytes,L2,60751102,XR3,7.05
Leukocytes,L2,60751102,XR3,6.98
Leukocytes,L2,60751102,XR3,6.98
Leukocytes,L2,60751102,XR3,6.99
Leukocytes,L2,60751102,XR3,6.93
Leukocytes,L2,60751102,XR3,7.02
Leukocytes,L2,60751102,XR3,7.07
Leukocytes,L2,60751102,XR3,6.94
Leukocytes,L2,60751102,XR3,7.09
Leukocytes,L2,60751102,XR3,7.09
Leukocytes,L2,60751102,XR3,6.94
Leukocytes,L2,60751102,XR3,7.1
Leukocytes,L2,60751102,XR3,7.1
Leukocytes,L2,60751102,XR3,6.96
Leukocytes,L2,60751102,XR3,7.02
Leukocytes,L2,60751102,XR3,7.0
Leukocytes,L2,60751102,XR3,7.07
Leukocytes,L2,60751102,XR3,6.96
Leukocytes,L2,60751102,XR3,7.01
Leukocytes,L2,60751102,XR3,7.11
Leukocytes,L2,60751102,XR3,7.03
Leukocytes,L2,60751102,XR3,6.88
Leukocytes,L2,60751102,XR3,7.02
Leukocytes,L2,60751102,XR3,7.18
Leukocytes,L2,60751102,XR3,6.86
Leukocytes,L2,60751102,XR3,6.95
Leukocytes,L2,60751102,XR3,7.09
Leukocytes,L2,60751102,XR3,7.16
Leukocytes,L2,60751102,XR3,7.22
Leukocytes,L2,60751102,XR3,7.13
Leukocytes,L2,60751102,XR3,7.09
Leukocytes,L2,60751102,XR3,6.94
Leukocytes,L2,60751102,XR3,6.9
Leukocytes,L2,60751102,XR3,7.1
Leukocytes,L2,60751102,XR3,7.13
Leukocytes,L2,60751102,XR3,6.95
Leukocytes,L2,60751102,XR3,7.13
Leukocytes,L2,60751102,XR3,6.95
Leukocytes,L2,60751102,XR3,7.2
Leukocytes,L2,60751102,XR3,7.22
Leukocytes,L2,60751102,XR3,6.98
Leukocytes,L2,60751102,XR3,7.32
Leukocytes,L2,60751102,XR3,7.06
Leukocytes,L2,60751102,XR3,7.12
Leukocytes,L2,60751102,XR3,7.02
Leukocytes,L2,60751102,XR3,7.05
Leukocytes,L2,60751102,XR3,6.84
Leukocytes,L2,60751102,XR3,6.87
Leukocytes,L2,60751102,XR3,6.88
Leukocytes,L2,60751102,XR3,7.07
Leukocytes,L2,60751102,XR3,7.05
Leukocytes,L2,60751102,XR3,6.98
Leukocytes,L2,60751102,XR3,7.09
Leukocytes,L2,60751102,XR3,7.1
Leukocytes,L2,60751102,XR3,7.09
Leukocytes,L2,60751102,XR3,7.04
Leukocytes,L2,60751102,XR3,7.02
Leukocytes,L2,60751102,XR3,7.13
Leukocytes,L2,60751102,XR3,7.12
Leukocytes,L2,60751102,XR3,7.05
Leukocytes,L2,60751102,XR3,7.02
Leukocytes,L2,60751102,XR3,7.14
Leukocytes,L2,60751102,XR3,7.13
Leukocytes,L2,60751102,XR3,7.1
Leukocytes,L2,60751102,XR3,6.99
Leukocytes,L2,60751102,XR3,7.08
Leukocytes,L2,60751102,XR3,6.94
Leukocytes,L2,60751102,XR3,7.02
Leukocytes,L2,60751102,XR3,6.93
Leukocytes,L2,60751102,XR3,6.89
Leukocytes,L2,60751102,XR3,7.13
Leukocytes,L2,60751102,XR3,6.9
Leukocytes,L2,60751102,XR3,6.99
Leukocytes,L2,60751102,XR3,7.15
Leukocytes,L2,60751102,XR3,7.04
Leukocytes,L2,60751102,XR3,7.04
Leukocytes,L2,60751102,XR3,7.03
Leukocytes,L2,60751102,XR3,6.99
Leukocytes,L2,60751102,XR3,7.07
Leukocytes,L2,60751102,XR3,7.07
Leukocytes,L2,60751102,XR3,7.06
Leukocytes,L2,60751102,XR3,6.98
Leukocytes,L2,60751102,XR3,6.99
Leukocytes,L2,60751102,XR3,6.97
Leukocytes,L2,60751102,XR3,7.21
Leukocytes,L2,60751102,XR3,7.15
Leukocytes,L2,60751102,XR3,7.13
Leukocytes,L2,60751102,XR3,7.05
Leukocytes,L2,60751102,XR3,7.12
Leukocytes,L2,60751102,XR3,7.2
Leukocytes,L2,60751102,XR3,7.08
Leukocytes,L2,60751102,XR3,7.06
Leukocytes,L2,60751102,XR3,7.12
Leukocytes,L2,60751102,XR3,7.09
Leukocytes,L2,60751102,XR3,6.99
Leukocytes,L2,60751102,XR3,7.0
Leukocytes,L2,60751102,XR3,6.99
Leukocytes,L2,60751102,XR3,7.14
Leukocytes,L2,60751102,XR3,6.94
Leukocytes,L2,61311102,XR3,6.71
Leukocytes,L2,60751102,XR3,6.95
Leukocytes,L2,60751102,XR3,7.0
Leukocytes,L2,60751102,XR3,6.97
Leukocytes,L2,60751102,XR3,7.05
Leukocytes,L2,60751102,XR3,7.14
Leukocytes,L2,60751102,XR3,6.94
Leukocytes,L2,60751102,XR3,6.9
Leukocytes,L2,60751102,XR3,7.19
Leukocytes,L2,60751102,XR3,7.06
Leukocytes,L2,60751102,XR3,7.04
Leukocytes,L2,61311102,XR3,6.9
Leukocytes,L2,61311102,XR3,6.91
Leukocytes,L2,61311102,XR3,6.79
Leukocytes,L2,61311102,XR3,7.05
Leukocytes,L2,61311102,XR3,6.96
Leukocytes,L2,61311102,XR3,6.77
Leukocytes,L2,61311102,XR3,6.73
Leukocytes,L2,61311102,XR3,6.97
Leukocytes,L2,61311102,XR3,6.88
Leukocytes,L2,61311102,XR3,6.75
Leukocytes,L2,61311102,XR3,6.96
Leukocytes,L2,61311102,XR3,6.92
Leukocytes,L2,61311102,XR3,6.84
Leukocytes,L2,61311102,XR3,6.92
Leukocytes,L2,61311102,XR3,6.8
Leukocytes,L2,61311102,XR3,6.86
Leukocytes,L2,61311102,XR3,6.96
Leukocytes,L2,61311102,XR3,6.94
Leukocytes,L2,61311102,XR3,6.76
Leukocytes,L2,61311102,XR3,6.99
Leukocytes,L2,61311102,XR3,6.95
Leukocytes,L2,61311102,XR3,6.82
Leukocytes,L2,61311102,XR3,6.91
Leukocytes,L2,61311102,XR3,6.72
Leukocytes,L2,61311102,XR3,7.21
Leukocytes,L2,61311102,XR3,6.84
Leukocytes,L2,61311102,XR3,6.88
Leukocytes,L2,61311102,XR3,6.99
Leukocytes,L2,61311102,XR3,7.02
Leukocytes,L2,61311102,XR3,6.81
Leukocytes,L2,61311102,XR3,6.84
Leukocytes,L2,61311102,XR3,6.82
Leukocytes,L2,61311102,XR3,6.9
Leukocytes,L2,61311102,XR3,6.96
Leukocytes,L2,61311102,XR3,6.92
Leukocytes,L2,61311102,XR3,6.84
Leukocytes,L2,61311102,XR3,6.84
Leukocytes,L2,61311102,XR3,6.9
Leukocytes,L2,61311102,XR3,7.06
Leukocytes,L2,61311102,XR3,6.92
Leukocytes,L2,61311102,XR3,6.92
Leukocytes,L2,61311102,XR3,7.1
Leukocytes,L2,61311102,XR3,6.95
Leukocytes,L2,61311102,XR3,6.91
Leukocytes,L2,61311102,XR3,7.05
Leukocytes,L2,61311102,XR3,6.99
Leukocytes,L2,61311102,XR3,6.94
Leukocytes,L2,61311102,XR3,6.83
Leukocytes,L2,61311102,XR3,6.84
Leukocytes,L2,61311102,XR3,6.91
Leukocytes,L2,61311102,XR3,6.84
Leukocytes,L2,61311102,XR3,6.82
Leukocytes,L2,61311102,XR3,6.99
Leukocytes,L2,61311102,XR3,6.96
Leukocytes,L2,61311102,XR3,6.91
Leukocytes,L2,61311102,XR3,6.95
Leukocytes,L2,61311102,XR3,6.78
Leukocytes,L2,61311102,XR3,6.9
Leukocytes,L2,61311102,XR3,6.99
Leukocytes,L2,61311102,XR3,6.91
Leukocytes,L2,61311102,XR3,7.04
Leukocytes,L2,61311102,XR3,6.93
Leukocytes,L2,61311102,XR3,6.89
Leukocytes,L2,61311102,XR3,6.89
Leukocytes,L2,61311102,XR3,7.05
Leukocytes,L2,61311102,XR3,6.86
Leukocytes,L2,61311102,XR3,7.04
Leukocytes,L2,61311102,XR3,6.96
Leukocytes,L2,61311102,XR3,7.0
Leukocytes,L2,61311102,XR3,6.92
Leukocytes,L2,61311102,XR3,6.79
Leukocytes,L2,61311102,XR3,7.02
Leukocytes,L2,61311102,XR3,7.03
Leukocytes,L2,61311102,XR3,6.95
Leukocytes,L2,61311102,XR3,7.22
Leukocytes,L2,61311102,XR3,7.01
Leukocytes,L2,61311102,XR3,6.92
Leukocytes,L2,61311102,XR3,6.78
Leukocytes,L2,61311102,XR3,6.87
Leukocytes,L2,61311102,XR3,6.94
Leukocytes,L2,61311102,XR3,6.94
Leukocytes,L2,61311102,XR3,6.84
Leukocytes,L2,61311102,XR3,6.87
Leukocytes,L2,61311102,XR3,6.95
Leukocytes,L2,61311102,XR3,6.95
Leukocytes,L2,61311102,XR3,7.02
Leukocytes,L2,61311102,XR3,6.85
Leukocytes,L2,61311102,XR3,6.85
Leukocytes,L2,61311102,XR3,6.84
Leukocytes,L2,61311102,XR3,6.96
Leukocytes,L2,61311102,XR3,6.92
Leukocytes,L2,61311102,XR3,6.8
Leukocytes,L2,61311102,XR3,7.02
Leukocytes,L2,61311102,XR3,6.9
Leukocytes,L2,61311102,XR3,6.83
Leukocytes,L2,61311102,XR3,6.78
Leukocytes,L2,61311102,XR3,7.07
Leukocytes,L2,61311102,XR3,6.82
Leukocytes,L2,61311102,XR3,6.96
Leukocytes,L2,61311102,XR3,6.89
Leukocytes,L2,61311102,XR3,7.0
Leukocytes,L2,61311102,XR3,6.92
Leukocytes,L2,61311102,XR3,6.93
Leukocytes,L2,61311102,XR3,6.94
Leukocytes,L2,61311102,XR3,6.99
Leukocytes,L2,61311102,XR3,6.91
Leukocytes,L2,61311102,XR3,6.84
Leukocytes,L2,61311102,XR3,6.93
Leukocytes,L2,61311102,XR3,6.96
Leukocytes,L2,61311102,XR3,6.96
Leukocytes,L2,61311102,XR3,6.86
Leukocytes,L2,61311102,XR3,7.0
Leukocytes,L2,61311102,XR3,6.82
Leukocytes,L2,61311102,XR3,7.13
Leukocytes,L2,61311102,XR3,6.97
Leukocytes,L2,61311102,XR3,6.8
Leukocytes,L2,61311102,XR3,6.91
Leukocytes,L2,61311102,XR3,7.03
